children;days_employed;dob_years;education;education_id;family_status;family_status_id;gender;income_type;debt;total_income;purpose
0;-2783.2999536632783;56;среднее;2;в разводе;3;Ж;сотрудник;0;150418.49811362996;недвижимость
1;-1341.7380387803605;47;среднее;2;женат / замужем;0;М;сотрудник;0;63099.533632072584;автомобиль
0;;63;среднее;2;женат / замужем;0;Ж;пенсионер;0;;автомобиль
1;-216.7163902476597;40;среднее;2;женат / замужем;0;Ж;сотрудник;0;96642.10189588758;недвижимость
2;-2817.5885519437757;29;среднее;2;женат / замужем;0;Ж;сотрудник;0;101445.08199072538;образование
0;-5104.405943727573;55;среднее;2;женат / замужем;0;Ж;компаньон;0;76009.48907236419;автомобиль
0;343682.6722075409;51;среднее;2;женат / замужем;0;М;пенсионер;0;358726.3510217285;недвижимость
0;323436.2856835121;46;среднее;2;женат / замужем;0;Ж;пенсионер;0;263087.2869956198;недвижимость
0;349939.11556652444;60;среднее;2;женат / замужем;0;Ж;пенсионер;0;146136.76871912094;образование
0;-1491.8762663106565;44;среднее;2;гражданский брак;1;Ж;сотрудник;0;67512.45394031602;свадьба
0;;55;среднее;2;женат / замужем;0;Ж;сотрудник;0;;недвижимость
0;-1488.606902005295;50;среднее;2;гражданский брак;1;Ж;сотрудник;0;143866.45160796205;недвижимость
0;-2593.432968388295;49;среднее;2;в разводе;3;М;сотрудник;0;221304.04453124836;недвижимость
1;-4502.593371261803;37;высшее;1;женат / замужем;0;М;госслужащий;0;340212.6000735062;недвижимость
0;-152.61652848358452;48;среднее;2;женат / замужем;0;Ж;компаньон;0;138266.12403072018;недвижимость
0;-2497.6401343480834;53;среднее;2;женат / замужем;0;М;сотрудник;0;146107.31466027617;недвижимость
0;345460.4222058725;66;среднее;2;женат / замужем;0;Ж;пенсионер;0;96409.91140573444;недвижимость
1;-345.150896219934;43;среднее;2;гражданский брак;1;Ж;сотрудник;0;170076.8784666081;автомобиль
0;-999.741914734088;30;среднее;2;женат / замужем;0;Ж;сотрудник;0;172646.5590664716;недвижимость
1;-1692.6072512134165;32;среднее;2;женат / замужем;0;Ж;компаньон;0;167343.60299467566;образование
0;-664.3396937456381;44;высшее;1;женат / замужем;0;М;госслужащий;0;621685.5391339507;образование
0;;50;среднее;2;женат / замужем;0;М;компаньон;0;;недвижимость
0;-463.7489485585712;39;высшее;1;женат / замужем;0;Ж;компаньон;0;163558.09881795285;недвижимость
0;357263.5461089224;57;среднее;2;женат / замужем;0;Ж;пенсионер;0;90643.49388928828;недвижимость
2;360195.603823675;65;среднее;2;в разводе;3;Ж;пенсионер;0;133219.31479956125;недвижимость
1;-1790.4970928535442;27;среднее;2;женат / замужем;0;Ж;компаньон;0;134834.81801420488;образование
0;;51;среднее;2;женат / замужем;0;М;компаньон;0;;недвижимость
0;386206.9879921146;60;высшее;1;Не женат / не замужем;4;Ж;пенсионер;0;118377.61608722134;недвижимость
0;326742.3505207481;59;среднее;2;вдовец / вдова;2;Ж;пенсионер;0;83950.34809254266;образование
0;-3797.272627900839;34;среднее;2;женат / замужем;0;М;сотрудник;0;188142.9604178623;образование
0;-318.5787048105139;51;среднее;2;женат / замужем;0;М;сотрудник;0;72067.14704113317;недвижимость
1;-1445.3578262326673;52;среднее;2;женат / замужем;0;М;сотрудник;0;236238.68806640294;недвижимость
1;327398.7328298017;32;среднее;2;женат / замужем;0;М;безработный;1;58158.28222449135;недвижимость
0;385714.9392440536;61;среднее;2;Не женат / не замужем;4;Ж;пенсионер;0;102923.13450945324;недвижимость
0;-2878.273675252491;64;среднее;2;женат / замужем;0;М;госслужащий;0;55215.66555252182;автомобиль
0;-7879.509573526979;52;Среднее;2;женат / замужем;0;Ж;компаньон;0;255346.33167082403;автомобиль
1;-215.99810290967545;29;высшее;1;женат / замужем;0;Ж;сотрудник;0;260384.81692095072;недвижимость
1;-6980.7878222730305;46;среднее;2;женат / замужем;0;Ж;госслужащий;0;236418.59471554842;недвижимость
0;-1225.6494062787688;43;высшее;1;Не женат / не замужем;4;Ж;сотрудник;0;76355.01849220863;автомобиль
1;;48;среднее;2;женат / замужем;0;Ж;госслужащий;0;;образование
0;-3498.3258541011287;43;Среднее;2;Не женат / не замужем;4;М;компаньон;0;266507.8381664834;образование
0;-809.1299598345518;46;высшее;1;женат / замужем;0;М;сотрудник;1;146540.54976445294;образование
2;;33;среднее;2;женат / замужем;0;М;сотрудник;0;;автомобиль
0;-3419.11763690043;34;среднее;2;Не женат / не замужем;4;М;сотрудник;0;149262.16791372866;недвижимость
0;323018.0932318426;57;среднее;2;в разводе;3;М;пенсионер;0;63390.33529539199;автомобиль
0;-5205.8146021411785;48;Среднее;2;женат / замужем;0;М;сотрудник;0;413733.5474454933;недвижимость
2;-879.3238627826391;1;высшее;1;женат / замужем;0;Ж;компаньон;0;209012.69445871603;недвижимость
0;-5837.601984817182;46;СРЕДНЕЕ;2;гражданский брак;1;Ж;компаньон;0;153254.25454575865;свадьба
0;-3812.975711854119;56;среднее;2;гражданский брак;1;Ж;сотрудник;0;126298.36015268744;недвижимость
0;371719.85903632635;54;Среднее;2;в разводе;3;Ж;пенсионер;0;153766.7927788457;образование
2;-927.6035152241054;39;неоконченное высшее;3;гражданский брак;1;М;сотрудник;0;194510.29742942276;свадьба
1;-2305.4565757859796;34;среднее;2;гражданский брак;1;Ж;сотрудник;0;93009.71136147963;недвижимость
1;-3529.9725180881155;53;среднее;2;женат / замужем;0;М;сотрудник;0;116470.25574513931;автомобиль
0;-1162.4066882568914;26;высшее;1;женат / замужем;0;Ж;госслужащий;0;332574.6028543423;недвижимость
0;-473.7276229245434;27;среднее;2;Не женат / не замужем;4;Ж;сотрудник;0;101560.77968975467;автомобиль
1;-317.79713804859443;22;среднее;2;женат / замужем;0;М;сотрудник;0;112097.38412244739;недвижимость
0;-515.00648174782;36;неоконченное высшее;3;Не женат / не замужем;4;М;компаньон;0;86226.84353906731;недвижимость
2;-3954.819925099101;35;среднее;2;женат / замужем;0;М;сотрудник;0;156702.75496899537;недвижимость
0;-337.4074694424044;50;высшее;1;Не женат / не замужем;4;Ж;госслужащий;0;278358.9997443348;недвижимость
0;332551.07447495963;59;СРЕДНЕЕ;2;женат / замужем;0;М;пенсионер;0;43893.849446038126;недвижимость
0;364175.66025442415;72;среднее;2;женат / замужем;0;Ж;пенсионер;0;111075.14871781124;недвижимость
0;-5146.64588550242;54;высшее;1;женат / замужем;0;Ж;госслужащий;0;102230.77836590915;недвижимость
0;331267.84454069845;54;СРЕДНЕЕ;2;вдовец / вдова;2;Ж;пенсионер;0;224432.53309434428;недвижимость
1;-1834.2516922216635;26;Среднее;2;женат / замужем;0;М;сотрудник;0;151447.27269712853;недвижимость
0;319178.91151306045;60;начальное;4;вдовец / вдова;2;Ж;пенсионер;0;287275.49177398405;образование
